	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
8859	Rhipidura hoedti																LC					
8860	Rhipidura hyperythra				LC				LC	LC			LC				LC					
8861	Rhipidura isura																LC					
8862	Rhipidura javanica																LC					
8863	Rhipidura kordensis																LC	LC				
8864	Rhipidura kubaryi				LC				LC	LC			LC				LC					
8865	Rhipidura layardi																LC					
8866	Rhipidura lepida				LC				LC	LC			LC				LC					
8867	Rhipidura leucophrys				LC				LC	LC			LC				LC	LC				
8868	Rhipidura leucothorax				LC				LC	LC			LC				LC					
8869	Rhipidura maculipectus				LC				LC	LC			LC				LC					
8870	Rhipidura malaitae				VU				VU				VU				VU					
8871	Rhipidura matthiae				NT				NT				NT				NT					
8872	Rhipidura melanolaema																LC	LC				
8873	Rhipidura nebulosa				LC				LC	LC			LC				LC					
8874	Rhipidura nigritorquis																LC					
8875	Rhipidura nigrocinnamomea				LC				LC	LC			LC				LC		LC			
8876	Rhipidura obiensis																LC					
8877	Rhipidura ocularis																LC					
8878	Rhipidura opistherythra				NT				NT				NT				NT			NT		
8879	Rhipidura perlata				LC				LC	LC			LC				LC		LC			
8880	Rhipidura personata				LC		NT		NT				NT				NT					
8881	Rhipidura phasiana				LC				LC	LC			LC				LC					
8882	Rhipidura phoenicura				LC				LC	LC			LC				LC		LC			
8883	Rhipidura rennelliana				LC				LC	LC			LC				LC					
8884	Rhipidura rufidorsa				LC				LC	LC			LC				LC	LC	LC			
8885	Rhipidura rufifrons																LC					
8886	Rhipidura rufilateralis																NT					
8887	Rhipidura rufiventris																LC					
8888	Rhipidura samarensis																LC					
8889	Rhipidura sauli																VU					
8890	Rhipidura semirubra				VU				VU				VU				VU					
8891	Rhipidura spilodera																LC	LC				
8892	Rhipidura superciliaris																LC					
8893	Rhipidura superflua				LC				LC	LC			LC				LC					
8894	Rhipidura tenebrosa				NT				NT				NT				NT					
8895	Rhipidura tenkatei																LC	LC				
8896	Rhipidura teysmanni				LC				LC	LC			LC				LC	LC	LC			
8897	Rhipidura threnothorax				LC				LC	LC			LC				LC		LC			
8898	Rhipidura verreauxi																LC					
8899	Rhizothera dulitensis														VU	VU	VU					
8900	Rhizothera longirostris														NT		NT					
8901	Rhodinocichla rosea				LC				LC	LC			LC				LC		LC			
8902	Rhodonessa caryophyllacea				CR		CR		CR	CR			CR			CR	CR		CR			
8903	Rhodopechys alienus												LC	LC			LC					
8904	Rhodopechys sanguineus												LC	LC			LC					
8905	Rhodophoneus cruentus				LC				LC	LC			LC				LC					
8906	Rhodopis vesper				LC				LC	LC			LC				LC					
8907	Rhodospingus cruentus				LC				LC	LC			LC				LC					
8908	Rhodospiza obsoleta				LC				LC	LC			LC				LC					
8909	Rhodostethia rosea				LC				LC	LC			LC				LC		LC			
8910	Rhopias gularis				LC				LC	LC			LC				LC					
8911	Rhopocichla atriceps				LC				LC	LC			LC				LC					
8912	Rhopophilus albosuperciliaris																LC					
8913	Rhopophilus pekinensis																LC					
8914	Rhopornis ardesiacus				EN				EN				EN				EN					
8915	Rhopospina fruticeti				LC				LC	LC			LC				LC		LC			
8916	Rhynchocyclus aequinoctialis																LC	LC				
8917	Rhynchocyclus brevirostris				LC				LC	LC			LC				LC					
8918	Rhynchocyclus fulvipectus				LC				LC	LC			LC				LC					
8919	Rhynchocyclus olivaceus																LC					
8920	Rhynchocyclus pacificus				LC				LC	LC			LC				LC					
8921	Rhynchophanes mccownii				LC				LC	LC			LC				LC					
8922	Rhynchopsitta pachyrhyncha				EN			EN	EN				EN	EN			EN					
8923	Rhynchopsitta terrisi				VU		VU		VU			EN	EN	EN			EN	EN				
8924	Rhynchortyx cinctus				LC				LC	LC			LC				LC					
8925	Rhynchospiza stolzmanni				LC				LC	LC			LC				LC					
8926	Rhynchospiza strigiceps				LC				LC	LC			LC				LC					
8927	Rhynchostruthus louisae								NT				NT	NT			NT					
8928	Rhynchostruthus percivali								NT				NT				NT	NT				
8929	Rhynchostruthus socotranus								LC	LC			LC				LC					
8930	Rhynchotus maculicollis						LC		LC	LC			LC				LC					
8931	Rhynchotus rufescens						LC		LC	LC			LC				LC					
8932	Rhynochetos jubatus				EN				EN				EN	EN			EN			EN		
8933	Rhyticeros cassidix				LC				LC	LC			VU				VU					
8934	Rhyticeros everetti				VU				VU		VU		VU				VU					
8935	Rhyticeros narcondami				VU				VU	EN			EN	EN			EN	EN				
8936	Rhyticeros plicatus				LC				LC	LC			LC				LC					
8937	Rhyticeros subruficollis				VU				VU				VU				VU					
8938	Rhyticeros undulatus				LC				LC	LC			LC				LC		VU			
8939	Rhytipterna holerythra				LC				LC	LC			LC				LC					
8940	Rhytipterna immunda				LC				LC	LC			LC				LC					
8941	Rhytipterna simplex				LC				LC	LC			LC				LC					
8942	Ridgwayia pinicola				LC				LC	LC			LC				LC					
8943	Rigidipenna inexpectata										LC	NT	NT				NT					
8944	Rimator albostriatus								LC	LC			LC				LC		LC			
8945	Rimator danjoui																NT					
8946	Rimator malacoptilus								LC	LC			LC				LC		LC			
8947	Rimator naungmungensis																VU					
8948	Rimator pasquieri								LC	LC		EN	EN				EN	EN				
8949	Riparia chinensis																LC					
8950	Riparia congica				LC				LC	LC			LC				LC					
8951	Riparia cowani																LC	LC				
8952	Riparia diluta																LC	LC				
8953	Riparia paludicola																LC					
8954	Riparia riparia																LC			LC		
8955	Rissa brevirostris				VU		VU		VU		VU		VU	VU		VU	VU	VU	VU			
8956	Rissa tridactyla				LC				LC	LC	LC		LC				LC	VU	VU	VU		
8957	Robsonius rabori																VU	VU				
8958	Robsonius sorsogonensis										VU		VU			NT	NT			NT		
8959	Robsonius thompsoni																LC					
8960	Rollandia microptera		EN		EN		EN		EN				EN				EN					
8961	Rollandia rolland				LC				LC	LC			LC				LC					
8962	Rollulus rouloul				NT				NT				NT				NT					
8963	Roraimia adusta				LC				LC	LC			LC				LC					
8964	Rostratula australis										EN		EN				EN					
8965	Rostratula benghalensis										LC		LC				LC					
8966	Rostrhamus sociabilis				LC				LC	LC			LC				LC					
8967	Rougetius rougetii				NT		NT		NT				NT				NT					
8968	Rowettia goughensis				VU				CR	CR	CR		CR			CR	CR	CR				
8969	Rubigula dispar																VU					
8970	Rubigula flaviventris																LC					
8971	Rubigula gularis																LC					
8972	Rubigula melanictera																LC					
8973	Rubigula montis																LC					
8974	Rufirallus castaneiceps				LC				LC	LC			LC				LC					
8975	Rufirallus viridis				LC				LC	LC			LC				LC					
8976	Rukia longirostra				NT				NT				NT				NT					
8977	Rukia ruki				CR				CR	CR			EN				EN					
8978	Rupicola peruvianus				LC				LC	LC			LC				LC		LC			
8979	Rupicola rupicola				LC				LC	LC			LC				LC					
8980	Rupornis magnirostris				LC				LC	LC			LC				LC					
8981	Rynchops albicollis				VU		VU		VU				VU	VU			VU	VU				
8982	Rynchops flavirostris				NT		NT		NT				NT				NT					
8983	Rynchops niger				LC				LC	LC			LC				LC					
8984	Sagittarius serpentarius				LC				LC	LC		VU	VU	VU			VU					
8985	Sakesphorus canadensis																LC					
8986	Sakesphorus cristatus				LC				LC	LC			LC				LC					
8987	Sakesphorus luctuosus				LC				LC	LC			LC				LC					
8988	Sakesphorus pulchellus																LC	LC				
8989	Salpinctes obsoletus				LC				LC	LC			LC				LC					
8990	Salpornis salvadori																LC		LC			
8991	Salpornis spilonota																LC					
8992	Saltator albicollis				LC				LC	LC			LC				LC					
8993	Saltator atriceps				LC				LC	LC			LC				LC					
8994	Saltator atricollis				LC				LC	LC			LC				LC		LC			
8995	Saltator atripennis				LC				LC	LC			LC				LC		LC			
8996	Saltator aurantiirostris				LC				LC	LC			LC				LC					
8997	Saltator cinctus				NT				NT				NT				NT	NT				
8998	Saltator coerulescens																LC					
8999	Saltator fuliginosus				LC				LC	LC			LC				LC		LC			
9000	Saltator grandis																LC					
9001	Saltator grossus				LC				LC	LC			LC				LC					
9002	Saltator maxillosus				LC				LC	LC			LC				LC					
9003	Saltator maximus				LC				LC	LC			LC				LC					
9004	Saltator multicolor				LC				LC	LC			LC				LC					
9005	Saltator nigriceps				LC				LC	LC			LC				LC		LC			
9006	Saltator olivascens																LC	LC				
9007	Saltator orenocensis				LC				LC	LC			LC				LC		LC			
9008	Saltator similis				LC				LC	LC			LC				LC		LC			
9009	Saltator striatipectus				LC				LC	LC			LC				LC		LC			
9010	Salvadorina waigiuensis				VU			VU	VU				VU				VU					
9011	Sapayoa aenigma				LC				LC	LC			LC				LC		LC			
9012	Sappho sparganurus				LC				LC	LC			LC				LC					
9013	Sarcogyps calvus				NT			CR	CR	CR			CR	CR		CR	CR	CR				
9014	Sarcophanops samarensis				VU		VU		VU				VU				VU	VU				
9015	Sarcophanops steerii				VU				VU				VU				VU	VU				
9016	Sarcops calvus				LC				LC	LC			LC				LC					
9017	Sarcoramphus papa				LC				LC	LC			LC				LC					
9018	Sarkidiornis melanotos														LC		LC					
9019	Sarkidiornis sylvicola														LC		LC					
9020	Saroglossa spilopterus				LC				LC	LC			LC				LC					
9021	Sarothrura affinis				LC				LC	LC			LC				LC					
9022	Sarothrura ayresi				EN		EN	EN	EN				EN	CR		CR	CR		CR			
9023	Sarothrura boehmi				LC				LC	LC			LC				LC					
9024	Sarothrura elegans				LC				LC	LC			LC				LC					
9025	Sarothrura insularis				LC				LC	LC			LC				LC					
9026	Sarothrura lugens				LC				LC	LC			LC				LC					
9027	Sarothrura pulchra				LC				LC	LC			LC				LC					
9028	Sarothrura rufa				LC				LC	LC			LC				LC					
9029	Sarothrura watersi				EN				EN				EN				EN					
9030	Sasia abnormis				LC				LC	LC			LC				LC					
9031	Sasia ochracea				LC				LC	LC			LC				LC					
9032	Satrapa icterophrys				LC				LC	LC			LC				LC					
9033	Saundersilarus saundersi				VU		VU		VU		VU		VU				VU		VU			
9034	Saxicola caprata				LC				LC	LC			LC				LC					
9035	Saxicola dacotiae				EN				EN		EN	NT	NT				NT					
9036	Saxicola ferreus				LC				LC	LC			LC				LC	LC				
9037	Saxicola gutturalis				NT				NT				NT				NT					
9038	Saxicola insignis				VU			VU	VU				VU				VU		VU			
9039	Saxicola jerdoni				LC				LC	LC			LC				LC					
9040	Saxicola leucurus				LC				LC	LC			LC				LC					
9041	Saxicola macrorhynchus				VU				VU				VU				VU					
9042	Saxicola rubetra				LC				LC	LC			LC				LC					
9043	Saxicola tectes				LC				LC	LC			LC				LC					
9044	Saxicola torquatus				LC				LC	LC			LC			LC	LC					
9045	Saxicoloides fulicatus				LC				LC	LC			LC				LC		LC			
9046	Sayornis nigricans				LC				LC	LC			LC				LC					
9047	Sayornis phoebe				LC				LC	LC			LC				LC					
9048	Sayornis saya				LC				LC	LC			LC				LC			LC		
9049	Scelorchilus albicollis				LC				LC	LC			LC				LC					
9050	Scelorchilus rubecula				LC				LC	LC			LC				LC		LC			
9051	Scenopoeetes dentirostris				LC				LC	LC			LC				LC					
9052	Scepomycter winifredae				VU				VU				VU				VU	VU				
9053	Schetba rufa				LC				LC	LC			LC				LC					
9054	Schiffornis aenea																LC					
9055	Schiffornis major				LC				LC	LC			LC				LC		LC			
9056	Schiffornis olivacea																LC					
9057	Schiffornis stenorhyncha																LC					
9058	Schiffornis turdina																LC					
9059	Schiffornis veraepacis																LC					
9060	Schiffornis virescens				LC				LC	LC			LC				LC		LC			
9061	Schistes albogularis														LC		LC					
9062	Schistes geoffroyi														LC		LC					
9063	Schistochlamys melanopis				LC				LC	LC			LC				LC		LC			
9064	Schistochlamys ruficapillus				LC				LC	LC			LC				LC		LC			
9065	Schistolais leontica				VU				VU				VU				VU	EN				
9066	Schistolais leucopogon				LC				LC	LC			LC				LC					
9067	Schoenicola brevirostris				LC				LC	LC			LC				LC					
9068	Schoenicola platyurus				VU				VU				VU				VU					
9069	Schoeniophylax phryganophilus				LC				LC	LC			LC				LC					
9070	Schoeniparus brunneus				LC				LC	LC			LC				LC					
9071	Schoeniparus castaneceps								LC	LC			LC				LC					
9072	Schoeniparus cinereus				LC				LC	LC			LC				LC		LC			
9073	Schoeniparus dubius				LC				LC	LC			LC				LC					
9074	Schoeniparus klossi								LC	LC			LC				LC					
9075	Schoeniparus rufogularis				LC				LC	LC			LC				LC					
9076	Schoeniparus variegaticeps				VU				VU				VU				VU					
9077	Sciaphylax castanea						LC		LC	LC			LC				LC					
9078	Sciaphylax hemimelaena						LC		LC	LC			LC				LC					
9079	Scissirostrum dubium				LC				LC	LC			LC				LC		LC			
9080	Sclateria naevia				LC				LC	LC			LC				LC		LC			
9081	Scleroptila afra				LC				LC	LC			LC				LC					
9082	Scleroptila elgonensis														NT		NT					
9083	Scleroptila finschi				LC				LC	LC			LC				LC					
9084	Scleroptila gutturalis				LC				LC	LC			LC				LC					
9085	Scleroptila levaillantii				LC				LC	LC			LC				LC					
9086	Scleroptila psilolaema														NT		NT					
9087	Scleroptila shelleyi														LC		LC					
9088	Scleroptila streptophora				LC			NT	NT				NT				NT					
9089	Scleroptila whytei														LC		LC					
9090	Sclerurus albigularis				LC				LC	LC			NT				NT					
9091	Sclerurus caudacutus				LC				LC	LC			LC				LC		LC			
9092	Sclerurus cearensis																VU			VU		
9093	Sclerurus guatemalensis				LC				LC	LC			LC				LC					
9094	Sclerurus mexicanus				LC				LC	LC			LC				LC		LC			
9095	Sclerurus rufigularis				LC				LC	LC			LC				LC					
9096	Sclerurus scansor																LC					
9097	Scolopax bukidnonensis				LC				LC	LC			LC				LC					
9098	Scolopax celebensis				NT				NT				NT				NT					
9099	Scolopax minor				LC				LC	LC			LC				LC					
9100	Scolopax mira				VU				VU	VU			VU				VU					
9101	Scolopax rochussenii				EN		EN		EN				EN				EN					
9102	Scolopax rosenbergii				LC				LC	LC			LC				LC					
9103	Scolopax rusticola				LC				LC	LC			LC		LC		LC					
9104	Scolopax saturata				NT				NT				NT	NT			NT					
9105	Scopus umbretta				LC				LC	LC			LC				LC					
9106	Scotocerca inquieta				LC				LC	LC			LC				LC		LC			
9107	Scotopelia bouvieri				LC				LC	LC			LC				LC	LC	LC			
9108	Scotopelia peli				LC				LC	LC			LC				LC		LC			
9109	Scotopelia ussheri				EN				EN			VU	VU				VU					
9110	Scytalopus acutirostris				LC				LC	LC			LC				LC					
9111	Scytalopus affinis						LC		LC	LC			LC				LC					
9112	Scytalopus altirostris						LC		LC	LC			LC				LC					
9113	Scytalopus argentifrons				LC				LC	LC			LC				LC					
9114	Scytalopus atratus				LC				LC	LC			LC				LC					
9115	Scytalopus bolivianus				LC				LC	LC			LC				LC					
9116	Scytalopus canus											EN	EN				EN					
9117	Scytalopus caracae				LC				LC	LC			LC				LC					
9118	Scytalopus chocoensis				LC				LC	LC			LC				LC					
9119	Scytalopus diamantinensis											NT	NT				EN					
9120	Scytalopus femoralis				LC				LC	LC			LC				LC					
9121	Scytalopus fuscus				LC				LC	LC			LC				LC			LC		
9122	Scytalopus gettyae																NT					
9123	Scytalopus gonzagai																EN	EN				
9124	Scytalopus griseicollis				LC				LC	LC			LC			LC	LC					
9125	Scytalopus iraiensis				EN				EN				EN	EN			EN					
9126	Scytalopus latebricola				LC				LC	LC			LC				LC		NT			
9127	Scytalopus latrans				LC				LC	LC			LC				LC					
9128	Scytalopus macropus				LC				LC	LC			LC				LC					
9129	Scytalopus magellanicus				LC				LC	LC			LC				LC					
9130	Scytalopus meridanus										LC		LC	LC			LC					
9131	Scytalopus micropterus						LC		LC	LC			LC				LC					
9132	Scytalopus novacapitalis				NT				NT				NT				NT		EN			
9133	Scytalopus opacus											LC	LC				LC					
9134	Scytalopus pachecoi							LC	LC	LC			LC				LC					
9135	Scytalopus panamensis				VU		VU		VU				VU				VU					
9136	Scytalopus parkeri						LC		LC	LC			LC				LC					
9137	Scytalopus parvirostris				LC				LC	LC			LC				LC					
9138	Scytalopus perijanus																VU					
9139	Scytalopus petrophilus																LC	LC				
9140	Scytalopus robbinsi							EN	EN				EN				EN	EN	EN			
9141	Scytalopus rodriguezi							EN	EN				EN				EN	EN		EN		
9142	Scytalopus sanctaemartae				LC				LC	LC			LC				LC					
9143	Scytalopus schulenbergi				LC				LC	LC			LC				LC					
9144	Scytalopus simonsi				LC				LC	LC			LC				LC					
9145	Scytalopus speluncae				LC				LC	LC			LC				LC	LC	LC			
9146	Scytalopus spillmanni				LC				LC	LC			LC				LC		LC			
9147	Scytalopus stilesi							LC	LC	LC			LC				LC					
9148	Scytalopus superciliaris				LC				LC	LC			LC				LC					
9149	Scytalopus unicolor				LC				LC	LC			LC				LC					
9150	Scytalopus urubambae							LC	LC	LC			LC				LC					
9151	Scytalopus vicinior				LC				LC	LC			LC				LC					
9152	Scytalopus zimmeri						LC		LC	LC			LC				LC					
9153	Scythrops novaehollandiae				LC				LC	LC			LC				LC					
9154	Seiurus aurocapilla				LC				LC	LC			LC				LC		LC			
9155	Selasphorus ardens				VU				VU				VU	EN			EN					
9156	Selasphorus calliope				LC				LC	LC			LC				LC					
9157	Selasphorus flammula				LC				LC	LC			LC				LC					
9158	Selasphorus platycercus				LC				LC	LC			LC				LC					
9159	Selasphorus rufus				LC				LC	LC			LC				LC		NT			
9160	Selasphorus sasin				LC				LC	LC			LC				LC	LC	LC			
9161	Selasphorus scintilla				LC				LC	LC			LC				LC					
9162	Selenidera gouldii				LC				LC	LC			LC				LC					
9163	Selenidera langsdorffii														LC		LC					
9164	Selenidera maculirostris				LC				LC	LC			LC				LC					
9165	Selenidera nattereri				LC				LC	LC			LC				LC					
9166	Selenidera piperivora				LC				LC	LC			LC				LC					
9167	Selenidera reinwardtii														LC		LC					
9168	Selenidera spectabilis				LC				LC	LC			LC				LC					
9169	Seleucidis melanoleucus				LC				LC	LC			LC				LC		LC			
9170	Semioptera wallacii				LC				LC	LC			LC		NT		NT	LC				
9171	Semnornis frantzii				LC				LC	LC			LC				LC					
9172	Semnornis ramphastinus				NT				NT				NT				NT					
9173	Sephanoides fernandensis				CR				CR	CR			CR	CR		CR	CR		CR			
9174	Sephanoides sephaniodes				LC				LC	LC			LC				LC					
9175	Sericornis arfakianus				LC				LC	LC			LC				LC	LC				
9176	Sericornis beccarii																LC					
9177	Sericornis citreogularis				LC				LC	LC			LC				LC					
9178	Sericornis frontalis				LC				LC	LC			LC				LC					
9179	Sericornis humilis				LC				LC	LC			LC				LC					
9180	Sericornis keri				LC				LC	LC			LC				LC					
9181	Sericornis magnirostra				LC				LC	LC			LC				LC					
9182	Sericornis nouhuysi																LC					
9183	Sericornis papuensis				LC				LC	LC			LC				LC	LC				
9184	Sericornis perspicillatus				LC				LC	LC			LC				LC	LC				
9185	Sericornis rufescens				LC				LC	LC			LC				LC					
9186	Sericornis spilodera				LC				LC	LC			LC				LC	LC	LC			
9187	Sericossypha albocristata				LC				LC	LC			VU				VU		VU			
9188	Sericulus ardens																LC					
9189	Sericulus aureus																LC					
9190	Sericulus bakeri				VU				VU	NT			NT				NT	NT				
9191	Sericulus chrysocephalus				LC				LC	LC			LC				LC					
9192	Serilophus lunatus																LC					
9193	Serilophus rubropygius																LC					
9194	Serinus alario				LC				LC	LC			LC				LC					
9195	Serinus canaria				LC				LC	LC			LC				LC		LC			
9196	Serinus canicollis										LC		LC	LC			LC		LC			
9197	Serinus flavivertex										LC		LC				LC					
9198	Serinus nigriceps				LC				LC	LC			LC				LC					
9199	Serinus pusillus				LC				LC	LC			LC				LC					
9200	Serinus serinus				LC				LC	LC			LC				LC		LC			
9201	Serinus syriacus				VU				VU				VU				VU	VU	VU	VU		
9202	Serpophaga cinerea				LC				LC	LC			LC				LC					
9203	Serpophaga griseicapilla																LC	LC				
9204	Serpophaga hypoleuca				LC				LC	LC			LC				LC	LC				
9205	Serpophaga nigricans				LC				LC	LC			LC				LC					
9206	Serpophaga subcristata																LC					
9207	Setopagis heterura							LC	LC	LC			LC				LC					
9208	Setopagis maculosa				DD				DD				DD		DD		DD					
9209	Setopagis parvula							LC	LC	LC			LC				LC					
9210	Setopagis whitelyi				LC				LC	LC			LC				LC					
9211	Setophaga adelaidae				LC				LC	LC			LC				LC					
9212	Setophaga americana				LC				LC	LC			LC				LC		LC			
9213	Setophaga angelae				VU				VU				VU				VU	EN				
9214	Setophaga auduboni																LC					
9215	Setophaga caerulescens				LC				LC	LC			LC				LC		LC			
9216	Setophaga castanea				LC				LC	LC			LC				LC		LC			
9217	Setophaga cerulea				VU				VU				VU				VU		VU	NT		
9218	Setophaga chrysoparia				EN			EN	EN				EN	EN			EN		EN			
9219	Setophaga citrina				LC				LC	LC			LC				LC					
9220	Setophaga coronata																LC					
9221	Setophaga delicata				LC				LC	LC			LC				LC					
9222	Setophaga discolor				LC				LC	LC			LC				LC					
9223	Setophaga dominica												LC	LC			LC	LC	LC			
9224	Setophaga flavescens												NT	NT			NT	NT				
9225	Setophaga fusca				LC				LC	LC			LC				LC					
9226	Setophaga graciae				LC				LC	LC			LC				LC					
9227	Setophaga graysoni																NT					
9228	Setophaga kirtlandii				VU	NT			NT				NT				NT		NT			
9229	Setophaga magnolia				LC				LC	LC			LC				LC					
9230	Setophaga nigrescens				LC				LC	LC			LC				LC					
9231	Setophaga occidentalis				LC				LC	LC			LC				LC		LC			
9232	Setophaga palmarum				LC				LC	LC			LC				LC		LC			
9233	Setophaga pensylvanica				LC				LC	LC			LC				LC					
9234	Setophaga petechia				LC				LC	LC			LC				LC					
9235	Setophaga pharetra				LC				LC	LC			LC				LC					
9236	Setophaga pinus				LC				LC	LC			LC				LC					
9237	Setophaga pitiayumi																LC	LC	LC			
9238	Setophaga pityophila				LC				LC	LC			LC				LC					
9239	Setophaga plumbea				LC				LC	LC			LC				LC					
9240	Setophaga ruticilla				LC				LC	LC			LC				LC					
9241	Setophaga striata				LC				LC	LC			LC				LC		NT			
9242	Setophaga subita		NT		NT				NT				NT				NT					
9243	Setophaga tigrina				LC				LC	LC			LC				LC					
9244	Setophaga townsendi				LC				LC	LC			LC				LC					
9245	Setophaga virens				LC				LC	LC			LC				LC		LC			
9246	Setophaga vitellina				NT				NT				NT				NT					
9247	Setornis criniger				VU				VU				VU				VU					
9248	Sheppardia aequatorialis				LC				LC	LC			LC				LC					
9249	Sheppardia aurantiithorax								EN				EN				EN	EN				
9250	Sheppardia bocagei																LC					
9251	Sheppardia cyornithopsis				LC				LC	LC			LC				LC		LC			
9252	Sheppardia gabela				EN				EN				EN				EN					
9253	Sheppardia gunningi				VU			NT	NT				NT				NT					
9254	Sheppardia lowei				VU				VU				VU				VU					
9255	Sheppardia montana				EN			EN	EN				EN				EN					
9256	Sheppardia poensis																LC					
9257	Sheppardia polioptera				LC				LC	LC			LC				LC	LC				
9258	Sheppardia sharpei				LC				LC	LC			LC				LC					
9259	Sholicola albiventris										EN		EN				EN		VU			
9260	Sholicola major										EN		EN				EN					
9261	Sialia currucoides				LC				LC	LC			LC				LC			LC		
9262	Sialia mexicana				LC				LC	LC			LC				LC					
9263	Sialia sialis				LC				LC	LC			LC				LC		LC			
9264	Sibia morrisoniana				LC				LC	LC			LC			LC	LC					
9265	Sibia nipalensis				LC				LC	LC			LC				LC					
9266	Sibia souliei				LC				LC	LC			LC				LC					
9267	Sibia waldeni				LC				LC	LC			LC				LC		LC			
9268	Sibirionetta formosa				VU		VU		VU			LC	LC				LC					
9269	Sicalis auriventris				LC				LC	LC			LC				LC					
9270	Sicalis citrina				LC				LC	LC			LC				LC		LC			
9271	Sicalis columbiana				LC				LC	LC			LC				LC		LC			
9272	Sicalis flaveola				LC				LC	LC			LC				LC		LC			
9273	Sicalis lebruni				LC				LC	LC			LC				LC					
9274	Sicalis lutea				LC				LC	LC			LC				LC					
9275	Sicalis luteocephala				LC				LC	LC			LC				LC					
9276	Sicalis luteola									LC			LC				LC		LC			
9277	Sicalis mendozae																LC					
9278	Sicalis olivascens																LC	LC				
9279	Sicalis raimondii				LC				LC	LC			LC				LC					
9280	Sicalis taczanowskii				LC				LC	LC			LC	LC			LC					
9281	Sicalis uropigyalis				LC				LC	LC			LC				LC					
9282	Silvicultrix diadema				LC				LC	LC			LC				LC					
9283	Silvicultrix frontalis				LC				LC	LC			LC				LC					
9284	Silvicultrix jelskii				LC				LC	LC			LC				LC					
9285	Silvicultrix pulchella				LC				LC	LC			LC				LC					
9286	Sinosuthora alphonsiana				LC				LC	LC			LC				LC		LC			
9287	Sinosuthora brunnea																LC	LC				
9288	Sinosuthora conspicillata				LC				LC	LC			LC				LC					
9289	Sinosuthora przewalskii				VU				VU				VU				VU					
9290	Sinosuthora ricketti																LC	LC				
9291	Sinosuthora webbiana				LC				LC	LC			LC				LC		LC			
9292	Sinosuthora zappeyi				VU				VU				VU				VU					
9293	Siphonorhis americana				CR				CR	CR			EX	EX	EX	EX	EX	EX	EX	EX	EX	EX
9294	Siphonorhis brewsteri				DD			NT	NT				NT				NT					
9295	Sipia berlepschi				LC				LC	LC			LC				LC		LC			
9296	Sipia laemosticta												LC				LC					
9297	Sipia nigricauda				LC				LC	LC			LC				LC					
9298	Sipia palliata												NT				NT					
9299	Sipodotus wallacii				LC				LC	LC			LC				LC					
9300	Siptornis striaticollis				LC				LC	LC			LC				LC					
9301	Sirystes albocinereus																LC					
9302	Sirystes albogriseus																LC	LC				
9303	Sirystes sibilator																LC					
9304	Sirystes subcanescens																LC	LC				
9305	Sitta arctica																LC	LC				
9306	Sitta azurea				LC				LC	LC			LC				LC					
9307	Sitta canadensis				LC				LC	LC			LC				LC		LC			
9308	Sitta carolinensis				LC				LC	LC			LC				LC					
9309	Sitta cashmirensis				LC				LC	LC			LC				LC					
9310	Sitta castanea																LC		LC			
9311	Sitta cinnamoventris																LC					
9312	Sitta europaea																LC		LC			
9313	Sitta formosa				VU				VU				VU				VU					
9314	Sitta frontalis				LC				LC	LC			LC				LC					
9315	Sitta himalayensis				LC				LC	LC			LC				LC					
9316	Sitta insularis																EN		CR			
9317	Sitta krueperi				LC	NT			NT				NT	NT		LC	LC					
9318	Sitta ledanti				EN				EN				EN				EN	EN				
9319	Sitta leucopsis																LC					
9320	Sitta magna				VU				VU				VU	EN			EN					
9321	Sitta nagaensis				LC				LC	LC			LC				LC					
9322	Sitta neglecta																LC					
9323	Sitta neumayer				LC				LC	LC			LC				LC		LC			
9324	Sitta oenochlamys				LC				LC	LC			LC				LC		LC			
9325	Sitta przewalskii																LC					
9326	Sitta pusilla																LC					
9327	Sitta pygmaea				LC				LC	LC			LC				LC					
9328	Sitta solangiae				NT				NT		NT		NT				NT		NT			
9329	Sitta tephronota				LC				LC	LC			LC				LC					
9330	Sitta victoriae				EN				EN				EN				EN					
9331	Sitta villosa				LC				LC	LC			LC				LC					
9332	Sitta whiteheadi				LC				LC	LC	VU		VU	VU			VU		VU			
9333	Sitta yunnanensis				NT				NT				NT				NT	NT				
9334	Sittasomus griseicapillus																LC					
9335	Sittasomus griseus																LC					
9336	Sittiparus castaneoventris																LC					
9337	Sittiparus olivaceus																LC	LC				
9338	Sittiparus owstoni																NT	EN				
9339	Sittiparus semilarvatus				NT				NT				NT				NT	NT				
9340	Sittiparus varius																LC	LC				
9341	Siva cyanouroptera				LC				LC	LC			LC				LC					
9342	Smicrornis brevirostris				LC				LC	LC			LC				LC					
9343	Smithornis capensis				LC				LC	LC			LC				LC					
9344	Smithornis rufolateralis				LC				LC	LC			LC				LC	LC				
9345	Smithornis sharpei				LC				LC	LC			LC				LC					
9346	Smutsornis africanus				LC				LC	LC			LC				LC					
9347	Snowornis cryptolophus				LC				LC	LC			LC				LC					
9348	Snowornis subalaris				LC				LC	LC			NT				NT					
9349	Somateria fischeri				LC				LC	LC			LC				LC		NT			
9350	Somateria mollissima				LC				LC	LC			LC			NT	NT		NT			
9351	Somateria spectabilis				LC				LC	LC			LC				LC		LC			
9352	Spartonoica maluroides				NT				NT				NT				NT					
