	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
4270	Platyrrhinus umbratus																DD				
4271	Platyrrhinus vittatus								LC							LC					
4272	Plecotus ariel																			DD	
4273	Plecotus auritus								LC												
4274	Plecotus austriacus								LC												
4275	Plecotus balensis				VU				DD											DD	
4276	Plecotus christii				DD				DD											DD	
4277	Plecotus homochrous																			DD	
4278	Plecotus kolombatovici								LC												
4279	Plecotus macrobullaris								LC								LC				
4280	Plecotus ognevi								LC											LC	
4281	Plecotus sacrimontis								LC											LC	
4282	Plecotus sardus								VU								VU				
4283	Plecotus taivanus								NT											NT	
4284	Plecotus teneriffae				DD				EN								VU				
4285	Plecotus turkmenicus																			LC	
4286	Plecturocebus aureipalatii								LC										LC		
4287	Plecturocebus baptista			LC					LC										LC		
4288	Plecturocebus bernhardi			LC					LC										LC		
4289	Plecturocebus brunneus			LC					LC												
4290	Plecturocebus caligatus			LC					LC										LC		
4291	Plecturocebus caquetensis												CR								
4292	Plecturocebus cinerascens			LC					LC										LC		
4293	Plecturocebus cupreus																		LC		
4294	Plecturocebus discolor			LC					LC										LC		
4295	Plecturocebus donacophilus			LC					LC										LC		
4296	Plecturocebus dubius			LC					LC										LC		
4297	Plecturocebus hoffmannsi			LC					LC										LC		LC
4298	Plecturocebus modestus			VU					EN												
4299	Plecturocebus moloch			LC					LC												
4300	Plecturocebus oenanthe			VU					EN			CR									
4301	Plecturocebus olallae			VU					EN												
4302	Plecturocebus ornatus			VU					VU												
4303	Plecturocebus pallescens			LC					LC												
4304	Plecturocebus stephennashi			LC					DD										DD		
4305	Plecturocebus vieirai																		DD		
4306	Plerotes anchietae				DD				DD												
4307	Podogymnura aureospinula								EN										EN		
4308	Podogymnura truei								LC								LC				
4309	Podomys floridanus								VU											NT	
4310	Podoxymys roraimae								VU										VU		
4311	Poecilogale albinucha								LC							LC					
4312	Poelagus marjorita								LC											LC	
4313	Pogonomelomys brassi								LC									LC			
4314	Pogonomelomys bruijnii								NT											LC	
4315	Pogonomelomys mayeri								LC								LC				
4316	Pogonomys championi								DD								DD				
4317	Pogonomys fergussoniensis								EN								EN				
4318	Pogonomys loriae								LC								LC				
4319	Pogonomys macrourus								LC								LC				
4320	Pogonomys sylvestris								LC								LC				
4321	Poiana leightoni								DD							VU					
4322	Poiana richardsonii								LC							LC					
4323	Poliocitellus franklinii			VU					LC								LC				
4324	Pongo abelii																	CR			
4325	Pongo pygmaeus							EN	EN								CR				
4326	Pongo tapanuliensis																	CR			
4327	Pontoporia blainvillei			VU					VU				VU					VU			
4328	Porcula salvania								CR											EN	
4329	Potamochoerus larvatus								LC								LC				
4330	Potamochoerus porcus								LC								LC				
4331	Potamogale velox						LC		LC							LC	LC				
4332	Potorous gilbertii								CR								CR				
4333	Potorous longipes								EN								VU				VU
4334	Potorous tridactylus								LC								NT				
4335	Potos flavus								LC								LC				
4336	Praomys coetzeei																			DD	
4337	Praomys daltoni				LC				LC								LC				
4338	Praomys degraaffi		NT		VU				VU												
4339	Praomys delectorum				NT				NT		LC						LC				
4340	Praomys derooi				LC				LC								LC				
4341	Praomys hartwigi		EN		EN				EN								VU				
4342	Praomys jacksoni				LC				LC								LC				
4343	Praomys lukolelae		NT		LC				LC								LC				
4344	Praomys minor				DD				DD								LC				
4345	Praomys misonnei				LC				LC								LC				
4346	Praomys morio				VU				EN								EN				
4347	Praomys mutoni				NT				DD								NT				
4348	Praomys obscurus		EN		EN				EN								EN				
4349	Praomys petteri				LC				LC									LC			
4350	Praomys rostratus				LC				LC								LC				
4351	Praomys tullbergi																LC				
4352	Praomys verschureni		NT		NT				DD								DD				
4353	Presbytis chrysomelas								CR												
4354	Presbytis comata								EN												
4355	Presbytis femoralis								NT												
4356	Presbytis frontata								VU												
4357	Presbytis hosei								VU												
4358	Presbytis melalophos								EN												
4359	Presbytis natunae								VU												
4360	Presbytis potenziani								EN												
4361	Presbytis rubicunda								LC												
4362	Presbytis siamensis								NT												
4363	Presbytis thomasi								VU												
4364	Priodontes maximus						VU		VU		VU				VU						
4365	Prionailurus bengalensis		LC						LC							LC					
4366	Prionailurus planiceps		VU						EN		EN					EN					
4367	Prionailurus rubiginosus		VU						VU								NT				
4368	Prionailurus viverrinus		VU						EN		EN						VU				
4369	Prionodon linsang								LC								LC				
4370	Prionodon pardicolor								LC								LC				
4371	Prionomys batesi				DD				DD								DD				
4372	Procapra gutturosa			LC					LC								LC				
4373	Procapra picticaudata			LC				NT	NT								NT				
4374	Procapra przewalskii			CR					EN								EN				
4375	Procavia capensis						LC		LC							LC					
4376	Procolobus verus								NT											VU	
4377	Procyon cancrivorus								LC								LC				
4378	Procyon lotor								LC								LC				
4379	Procyon pygmaeus								CR								CR				
4380	Proechimys brevicauda								LC								LC				
4381	Proechimys canicollis								LC								LC				
4382	Proechimys chrysaeolus								DD								DD				
4383	Proechimys cuvieri								LC								LC				
4384	Proechimys decumanus								VU								NT				
4385	Proechimys echinothrix								LC								LC				
4386	Proechimys gardneri								DD								DD				
4387	Proechimys goeldii								VU		LC						LC				
4388	Proechimys guairae								LC								LC				
4389	Proechimys guyannensis								LC								LC				
4390	Proechimys hoplomyoides								DD								DD				
4391	Proechimys kulinae								DD								DD				
4392	Proechimys longicaudatus								LC								LC				
4393	Proechimys mincae								DD								DD				
4394	Proechimys oconnelli								DD								DD				
4395	Proechimys pattoni								LC								LC				
4396	Proechimys quadruplicatus								LC								LC				
4397	Proechimys roberti								VU		LC						LC				
4398	Proechimys semispinosus								LC								LC				
4399	Proechimys simonsi								LC								LC				
4400	Proechimys steerei								LC								LC				
4401	Proechimys trinitatis								DD								DD				
4402	Proedromys bedfordi								VU								VU				
4403	Proedromys liangshanensis								DD								DD				
4404	Prolemur simus								CR						CR						
4405	Prometheomys schaposchnikowi								NT									LC			
4406	Promops centralis																			LC	
4407	Promops davisoni																DD				
4408	Promops nasutus								LC							LC					
4409	Pronolagus crassicaudatus								LC											LC	
4410	Pronolagus randensis								LC											LC	
4411	Pronolagus rupestris								LC											LC	
4412	Pronolagus saundersiae								LC											LC	
4413	Propithecus candidus								CR						CR						
4414	Propithecus coquereli								EN						EN						
4415	Propithecus coronatus								EN						EN						
4416	Propithecus deckenii								VU						EN						
4417	Propithecus diadema								EN						CR						
4418	Propithecus edwardsi								EN						EN						
4419	Propithecus perrieri								CR						CR						
4420	Propithecus tattersalli								EN						CR						
4421	Propithecus verreauxi								VU						EN						
4422	Prosciurillus abstrusus								DD								DD				
4423	Prosciurillus alstoni																			NT	
4424	Prosciurillus leucomus																			LC	
4425	Prosciurillus murinus								DD											LC	
4426	Prosciurillus rosenbergii								LC								LC				
4427	Prosciurillus topapuensis																			NT	
4428	Prosciurillus weberi								DD											EN	
4429	Proteles cristata								LC							LC					
4430	Protochromys fellowsi								LC								LC				
4431	Protoxerus aubinnii				DD				DD											NT	
4432	Protoxerus stangeri				LC				LC								LC				
4433	Psammomys obesus				LC				LC								LC				
4434	Psammomys vexillaris				DD				DD									DD			
4435	Pseudantechinus bilarni								NT								LC				
4436	Pseudantechinus macdonnellensis								LC								LC				
4437	Pseudantechinus mimulus								EN								NT				
4438	Pseudantechinus ningbing								LC								LC				
4439	Pseudantechinus roryi								LC								LC				
4440	Pseudantechinus woolleyae								LC								LC				
4441	Pseudoberylmys muongbangensis																DD				
4442	Pseudocheirus occidentalis								VU									CR			
4443	Pseudocheirus peregrinus								LC								LC				
4444	Pseudochirops albertisii								NT											NT	
4445	Pseudochirops archeri								LC											NT	
4446	Pseudochirops corinnae								NT											NT	
4447	Pseudochirops coronatus								VU								VU				
4448	Pseudochirops cupreus								LC								LC				
4449	Pseudochirulus canescens								LC								LC				
4450	Pseudochirulus caroli								LC								LC				
4451	Pseudochirulus cinereus								LC								NT				
4452	Pseudochirulus forbesi								LC								LC				
4453	Pseudochirulus herbertensis								LC								LC				
4454	Pseudochirulus larvatus								LC								LC				
4455	Pseudochirulus mayeri								LC								LC				
4456	Pseudochirulus schlegeli								VU								VU				
4457	Pseudohydromys berniceae																LC				
4458	Pseudohydromys carlae																	DD			
4459	Pseudohydromys eleanorae																			DD	
4460	Pseudohydromys ellermani																	LC			
4461	Pseudohydromys fuscus								LC								LC				
4462	Pseudohydromys germani								DD								DD				
4463	Pseudohydromys murinus																LC				
4464	Pseudohydromys musseri								DD								DD				
4465	Pseudohydromys occidentalis																DD				
4466	Pseudohydromys patriciae																DD				
4467	Pseudohydromys pumehanae																	DD			
4468	Pseudohydromys sandrae																DD				
4469	Pseudois nayaur														LC						
4470	Pseudomys albocinereus								LC								LC				
4471	Pseudomys apodemoides								LC								LC				
4472	Pseudomys australis																VU				
4473	Pseudomys bolami								LC								LC				
4474	Pseudomys calabyi								VU								VU				
4475	Pseudomys chapmani								LC								LC				
4476	Pseudomys delicatulus								LC								LC				
4477	Pseudomys desertor								LC								LC				
4478	Pseudomys fieldi								VU								VU				
4479	Pseudomys fumeus								EN								VU				
4480	Pseudomys gracilicaudatus								LC								LC				
4481	Pseudomys hermannsburgensis								LC								LC				
4482	Pseudomys higginsi								LC								LC				
4483	Pseudomys johnsoni								LC								LC				
4484	Pseudomys nanus								LC								LC				
4485	Pseudomys novaehollandiae								VU								VU				
4486	Pseudomys occidentalis								LC											NT	
4487	Pseudomys oralis								VU								VU				
4488	Pseudomys patrius								LC								LC				
4489	Pseudomys pilligaensis								DD								DD				
4490	Pseudomys shortridgei								NT								NT				
4491	Pseudorca crassidens								DD										NT		
4492	Pseudoryx nghetinhensis			EN			CR	CR	CR								CR				CR
4493	Pseudoryzomys simplex								LC								LC				
4494	Ptenochirus jagori								LC												
4495	Ptenochirus minor								LC												
4496	Pteralopex anceps								EN									EN			
4497	Pteralopex atrata								EN									EN			
4498	Pteralopex flanneryi								CR									CR			
4499	Pteralopex taki								EN									VU			
4500	Pteromys momonga								LC								LC				
4501	Pteromys volans								LC								LC				
4502	Pteromyscus pulverulentus								EN								EN				
4503	Pteronotus davyi								LC											LC	
4504	Pteronotus gymnonotus								LC											LC	
4505	Pteronotus macleayii								LC											LC	
4506	Pteronotus mesoamericanus																LC				
4507	Pteronotus paraguanensis								CR								EN				
4508	Pteronotus parnellii																LC				
4509	Pteronotus personatus								LC								LC				
4510	Pteronotus quadridens								LC								LC				
4511	Pteronotus rubiginosus																LC				
4512	Pteronura brasiliensis				EN				EN							EN					
4513	Pteropus admiralitatum								LC												
4514	Pteropus aldabrensis				CR				VU												
4515	Pteropus alecto								LC									LC			
4516	Pteropus anetianus								VU												
4517	Pteropus caniceps								NT								VU				
4518	Pteropus capistratus								EN		NT										
4519	Pteropus chrysoproctus																VU				
4520	Pteropus cognatus								EN									VU			
4521	Pteropus conspicillatus								LC												
4522	Pteropus dasymallus								NT									VU			
4523	Pteropus faunulus				EN				VU											EN	
4524	Pteropus fundatus								EN												
4525	Pteropus giganteus								LC												
4526	Pteropus gilliardorum								DD												
4527	Pteropus griseus								DD												
4528	Pteropus howensis								DD												
4529	Pteropus hypomelanus								LC												
4530	Pteropus intermedius								DD												
4531	Pteropus keyensis								DD								DD				
4532	Pteropus leucopterus								LC												
4533	Pteropus livingstonii				CR				EN								CR				
4534	Pteropus lombocensis								DD								DD				
4535	Pteropus loochoensis						DD		DD												
4536	Pteropus lylei								VU												
4537	Pteropus macrotis								LC												
4538	Pteropus mahaganus								VU									LC			
4539	Pteropus mariannus								EN												
4540	Pteropus melanopogon								EN								EN				
4541	Pteropus melanotus								VU												
4542	Pteropus molossinus								VU												
4543	Pteropus neohibernicus								LC												
4544	Pteropus niger								EN					VU					EN		
4545	Pteropus nitendiensis								EN												
4546	Pteropus ocularis								VU								VU				
4547	Pteropus ornatus								VU												
4548	Pteropus personatus								LC								LC				
4549	Pteropus pohlei								EN								VU				
4550	Pteropus poliocephalus								VU												
4551	Pteropus pselaphon								CR									EN			
4552	Pteropus pumilus								NT												
4553	Pteropus rayneri								NT									NT			
4554	Pteropus rennelli								VU									EN			
4555	Pteropus rodricensis				CR				CR									EN			
4556	Pteropus rufus				VU				VU								VU				
4557	Pteropus samoensis								NT												
4558	Pteropus scapulatus								LC								LC				
4559	Pteropus seychellensis				LC				LC									LC			
4560	Pteropus speciosus								DD												
4561	Pteropus temminckii								VU								VU				
4562	Pteropus tonganus								LC												
4563	Pteropus ualanus								VU												
4564	Pteropus vampyrus								NT												
4565	Pteropus vetulus								VU												
4566	Pteropus voeltzkowi				VU				VU								VU				
4567	Pteropus woodfordi								VU									LC			
4568	Ptilocercus lowii								LC								LC				
4569	Pudu mephistophiles								VU											DD	
4570	Pudu puda								VU								NT				
4571	Puma concolor		NT						LC							LC					
4572	Punomys kofordi								VU												
4573	Punomys lemminus								VU										VU		
4574	Pusa caspica								EN								EN				
4575	Pusa hispida								LC								LC				
4576	Pusa sibirica								LC								LC				
4577	Pygathrix cinerea			EN					CR												
4578	Pygathrix nemaeus								EN												
4579	Pygathrix nigripes								EN												
4580	Pygeretmus platyurus								LC								LC				
4581	Pygeretmus pumilio								LC								LC				
4582	Pygeretmus zhitkovi								NT												
4583	Pygoderma bilabiatum								LC							LC					
4584	Rangifer tarandus								LC								VU				
4585	Raphicerus campestris								LC								LC				
4586	Raphicerus melanotis								LC									LC			
4587	Raphicerus sharpei								LC								LC				
4588	Rattus adustus								DD									DD			
4589	Rattus andamanensis								LC								LC				
4590	Rattus annandalei								LC								LC				
4591	Rattus arfakiensis								DD								DD				
4592	Rattus argentiventer								LC								LC				
4593	Rattus arrogans								LC								LC				
4594	Rattus baluensis								LC								LC				
4595	Rattus blangorum								DD									DD			
4596	Rattus bontanus								DD								DD				
4597	Rattus burrus								EN								EN				
4598	Rattus colletti								LC								LC				
4599	Rattus detentus																			DD	DD
4600	Rattus elaphinus								NT									NT			
4601	Rattus enganus								DD								DD				
4602	Rattus everetti								LC								LC				
4603	Rattus exulans								LC								LC				
4604	Rattus feliceus								NT									NT			
4605	Rattus fuscipes								LC								LC				
4606	Rattus giluwensis								DD								LC				
4607	Rattus hainaldi								EN								EN				
4608	Rattus hoffmanni								LC								LC				
4609	Rattus hoogerwerfi								VU								VU				
4610	Rattus jobiensis								NT									LC			
4611	Rattus koopmani								DD									DD			
4612	Rattus korinchi								DD											DD	
4613	Rattus leucopus								LC								LC				
4614	Rattus losea								LC								LC				
4615	Rattus lugens								EN								VU				
4616	Rattus lutreolus								LC								LC				
4617	Rattus marmosurus								LC								LC				
4618	Rattus mindorensis								DD									LC			
4619	Rattus mollicomulus								VU											LC	
4620	Rattus montanus								EN											EN	
4621	Rattus mordax								LC								LC				
4622	Rattus morotaiensis								LC								LC				
4623	Rattus nikenii																VU				
4624	Rattus niobe								LC								LC				
4625	Rattus nitidus								LC								LC				
4626	Rattus norvegicus								LC								LC				
4627	Rattus novaeguineae								LC								LC				
4628	Rattus omichlodes								DD									DD			
4629	Rattus osgoodi								LC								LC				
4630	Rattus palmarum								VU								VU				
4631	Rattus pelurus								DD								DD				
4632	Rattus pococki								LC								LC				
4633	Rattus praetor								LC								LC				
4634	Rattus pyctoris								LC								LC				
4635	Rattus ranjiniae								EN								EN				
4636	Rattus rattus								LC							LC	LC				
4637	Rattus richardsoni								VU								VU				
4638	Rattus salocco								DD									DD			
4639	Rattus satarae								VU								VU				
4640	Rattus simalurensis								EN								EN				
4641	Rattus sordidus								LC								LC				
4642	Rattus steini								LC								LC				
4643	Rattus stoicus								VU								VU				
4644	Rattus tanezumi								LC								LC				
4645	Rattus tawitawiensis								DD								DD				
4646	Rattus timorensis								DD									DD			
4647	Rattus tiomanicus								LC								LC				
4648	Rattus tunneyi								LC								LC				
4649	Rattus vandeuseni								EN												
4650	Rattus verecundus								LC								LC				
4651	Rattus villosissimus								LC								LC				
4652	Rattus xanthurus								VU								NT				
4653	Ratufa affinis								NT									NT			
4654	Ratufa bicolor								NT								NT				
4655	Ratufa indica								NT		LC						LC				
4656	Ratufa macroura								NT											NT	
4657	Redunca arundinum								LC								LC				
4658	Redunca fulvorufula			LC					LC									EN			
4659	Redunca redunca								LC								LC				
4660	Reithrodon auritus								LC								LC				
4661	Reithrodon typicus								LC								LC				
4662	Reithrodontomys bakeri								EN										EN		
4663	Reithrodontomys brevirostris								LC								LC				
4664	Reithrodontomys burti								DD											DD	
4665	Reithrodontomys chrysopsis								LC								LC				
4666	Reithrodontomys creper								LC								LC				
4667	Reithrodontomys darienensis								LC								LC				
4668	Reithrodontomys fulvescens								LC								LC				
4669	Reithrodontomys gracilis								LC								LC				
4670	Reithrodontomys hirsutus								VU										VU		
4671	Reithrodontomys humulis								LC								LC				
4672	Reithrodontomys megalotis								LC								LC				
4673	Reithrodontomys mexicanus								LC								LC				
4674	Reithrodontomys microdon								VU		LC						LC				
4675	Reithrodontomys montanus								LC								LC				
4676	Reithrodontomys musseri																			DD	
4677	Reithrodontomys paradoxus								DD											DD	
4678	Reithrodontomys raviventris								EN										EN		
4679	Reithrodontomys rodriguezi								LC								LC				
4680	Reithrodontomys spectabilis								CR										CR		
4681	Reithrodontomys sumichrasti								LC								LC				
4682	Reithrodontomys tenuirostris								VU											EN	
4683	Reithrodontomys zacatecae								LC								LC				
4684	Rhabdomys bechuanae																			LC	
4685	Rhabdomys dilectus																			LC	
4686	Rhabdomys intermedius																			LC	
4687	Rhabdomys pumilio																			LC	
4688	Rhagomys longilingua								LC									LC			
4689	Rhagomys rufescens								NT											VU	
4690	Rheithrosciurus macrotis								VU								VU				
4691	Rheomys mexicanus								EN										EN		
4692	Rheomys raptor								LC								LC				
4693	Rheomys thomasi								NT											NT	
4694	Rheomys underwoodi								LC								LC				
4695	Rhinoceros sondaicus								CR												
4696	Rhinoceros unicornis								VU											VU	
4697	Rhinolophus acuminatus								LC											LC	
4698	Rhinolophus adami				DD				DD											DD	
4699	Rhinolophus affinis								LC												
4700	Rhinolophus alcyone				LC				LC									LC			
4701	Rhinolophus arcuatus								LC												
4702	Rhinolophus beddomei				NT				LC											LC	
4703	Rhinolophus belligerator																	EN			
4704	Rhinolophus blasii				NT				LC								LC				
4705	Rhinolophus bocharicus								LC											LC	
4706	Rhinolophus borneensis								LC												
4707	Rhinolophus canuti								VU												
4708	Rhinolophus capensis				NT				LC									LC			
4709	Rhinolophus celebensis								LC												
4710	Rhinolophus clivosus				LC				LC									LC			
4711	Rhinolophus coelophyllus								LC												
4712	Rhinolophus cognatus				VU				EN								EN				
4713	Rhinolophus cohenae																	VU			
4714	Rhinolophus convexus								DD								DD				
4715	Rhinolophus creaghi								LC												
4716	Rhinolophus damarensis																	LC			
4717	Rhinolophus darlingi																	LC			
4718	Rhinolophus deckenii				DD				NT												
4719	Rhinolophus denti				DD				LC									LC			
4720	Rhinolophus eloquens				DD				LC									LC			
4721	Rhinolophus euryale								NT								NT				
4722	Rhinolophus euryotis																	LC			
4723	Rhinolophus ferrumequinum								LC								LC				
4724	Rhinolophus formosae								NT											LC	
4725	Rhinolophus fumigatus				LC				LC									LC			
4726	Rhinolophus guineensis				VU				VU												
4727	Rhinolophus hildebrandtii																	LC			
4728	Rhinolophus hilli				CR				CR		CR										
4729	Rhinolophus hillorum				VU				VU		NT										
4730	Rhinolophus hipposideros				LC				LC								LC				
4731	Rhinolophus indorouxii																	DD			
4732	Rhinolophus inops								LC											LC	
4733	Rhinolophus keyensis								DD								DD				
4734	Rhinolophus landeri				LC				LC									LC			
4735	Rhinolophus lepidus								LC											LC	
4736	Rhinolophus luctus								LC											LC	
4737	Rhinolophus mabuensis																			EN	
4738	Rhinolophus maclaudi				EN				EN											EN	
4739	Rhinolophus macrotis								LC											LC	
4740	Rhinolophus madurensis								EN								VU				
4741	Rhinolophus maendeleo				DD				DD												
4742	Rhinolophus malayanus								LC											LC	
4743	Rhinolophus marshalli								LC											LC	
4744	Rhinolophus mcintyrei																	DD			
4745	Rhinolophus megaphyllus								LC									LC			
4746	Rhinolophus mehelyi								VU								VU				
4747	Rhinolophus microglobosus																	LC			
4748	Rhinolophus mitratus				VU				DD								DD				
4749	Rhinolophus montanus								DD								EN				
4750	Rhinolophus mossambicus																	LC			
4751	Rhinolophus nereis								DD								DD				
4752	Rhinolophus osgoodi								DD												
4753	Rhinolophus paradoxolophus								LC												
4754	Rhinolophus pearsonii								LC											LC	
4755	Rhinolophus philippinensis								LC												
4756	Rhinolophus proconsulis																	EN			
4757	Rhinolophus pusillus																			LC	
4758	Rhinolophus rex								LC												
4759	Rhinolophus robinsoni								NT												
4760	Rhinolophus rouxii																			LC	
4761	Rhinolophus rufus								NT											NT	
4762	Rhinolophus ruwenzorii				VU				VU												
4763	Rhinolophus sakejiensis				DD				DD											DD	
4764	Rhinolophus schnitzleri																			DD	
4765	Rhinolophus sedulus								NT												
4766	Rhinolophus shameli								LC												
4767	Rhinolophus shortridgei								LC												
4768	Rhinolophus siamensis								LC											LC	
4769	Rhinolophus silvestris				VU				DD											DD	
4770	Rhinolophus simulator				LC				LC									LC			
4771	Rhinolophus sinicus								LC											LC	
4772	Rhinolophus smithersi																	NT			
4773	Rhinolophus stheno																			LC	
4774	Rhinolophus subbadius								LC											LC	
4775	Rhinolophus subrufus								DD								DD				
4776	Rhinolophus swinnyi				NT				LC									LC			
4777	Rhinolophus tatar																	LC			
4778	Rhinolophus thomasi								LC											LC	
4779	Rhinolophus trifoliatus								LC												
4780	Rhinolophus virgo								LC											LC	
4781	Rhinolophus xinanzhongguoensis																	NT			
4782	Rhinolophus yunanensis								LC											LC	
4783	Rhinolophus ziama				EN				EN												
4784	Rhinonicteris aurantia								LC									LC			
4785	Rhinophylla alethina								NT										NT		
4786	Rhinophylla fischerae								LC								LC				
4787	Rhinophylla pumilio								LC							LC					
4788	Rhinopithecus avunculus			CR					CR												
4789	Rhinopithecus bieti								EN												
4790	Rhinopithecus brelichi								EN												
4791	Rhinopithecus roxellana								EN												
4792	Rhinopithecus strykeri												CR								
4793	Rhinopoma cystops																	LC			
4794	Rhinopoma hadramauticum																	EN			
4795	Rhinopoma hardwickii																	LC			
4796	Rhinopoma macinnesi				VU				DD											DD	
4797	Rhinopoma microphyllum				LC				LC									LC			
4798	Rhinopoma muscatellum								LC											LC	
4799	Rhinosciurus laticaudatus								NT									NT			
4800	Rhipidomys albujai																			DD	
4801	Rhipidomys austrinus								LC								LC				
4802	Rhipidomys cariri								DD											DD	
4803	Rhipidomys caucensis								DD											DD	
4804	Rhipidomys couesi								LC								LC				
4805	Rhipidomys emiliae								LC								LC				
4806	Rhipidomys fulviventer								LC								LC				
4807	Rhipidomys gardneri								LC									LC			
4808	Rhipidomys ipukensis																	DD			
4809	Rhipidomys itoan																	LC			
4810	Rhipidomys latimanus								LC								LC				
4811	Rhipidomys leucodactylus								LC								LC				
4812	Rhipidomys macconnelli								LC								LC				
4813	Rhipidomys macrurus								LC								LC				
4814	Rhipidomys mastacalis								LC								LC				
4815	Rhipidomys modicus								NT		LC						LC				
4816	Rhipidomys nitela																LC				
4817	Rhipidomys ochrogaster								DD											DD	
4818	Rhipidomys tribei																	DD			
4819	Rhipidomys venezuelae								LC								LC				
4820	Rhipidomys venustus								LC								LC				
4821	Rhipidomys wetzeli								LC								LC				
4822	Rhizomys pruinosus								LC								LC				
4823	Rhizomys sinensis								LC								LC				
4824	Rhizomys sumatrensis								LC								LC				
4825	Rhogeessa aeneus								LC											LC	
4826	Rhogeessa bickhami																	LC			
4827	Rhogeessa genowaysi								EN								EN				
4828	Rhogeessa hussoni								DD								DD				
4829	Rhogeessa io																LC				
4830	Rhogeessa menchuae																	DD			
4831	Rhogeessa minutilla								VU								VU				
4832	Rhogeessa mira								VU								VU				
4833	Rhogeessa parvula								LC											LC	
4834	Rhogeessa tumida								LC								LC				
4835	Rhogeessa velilla																	DD			
4836	Rhombomys opimus								LC								LC				
4837	Rhynchocyon chrysopygus						EN		EN							EN					
4838	Rhynchocyon cirnei						NT		NT									LC			LC
4839	Rhynchocyon petersi						VU		VU								LC				
4840	Rhynchocyon udzungwensis								VU							VU					
4841	Rhynchogale melleri								LC							LC					
4842	Rhyncholestes raphanurus								NT							NT		NT			
4843	Rhynchomeles prattorum								EN								EN				
4844	Rhynchomys banahao								DD								LC				
4845	Rhynchomys isarogensis								VU											VU	
4846	Rhynchomys soricoides								NT									NT			
4847	Rhynchomys tapulao								DD								DD				
4848	Rhynchonycteris naso								LC								LC				
4849	Rhyneptesicus nasutus								LC											LC	
4850	Romerolagus diazi								EN											EN	
4851	Rousettus aegyptiacus				LC				LC								LC				
4852	Rousettus amplexicaudatus								LC											LC	
4853	Rousettus bidens								VU												
4854	Rousettus celebensis								LC												
4855	Rousettus lanosus				LC				LC									LC			
4856	Rousettus leschenaultii								LC												
4857	Rousettus linduensis								DD												
4858	Rousettus madagascariensis								NT											VU	
4859	Rousettus obliviosus				NT				VU								VU				
4860	Rousettus spinalatus								VU												
4861	Rubrisciurus rubriventer								VU												
4862	Rucervus duvaucelii								VU					VU		VU					
4863	Rucervus eldii								EN							EN					
4864	Rungwecebus kipunji								CR											EN	
4865	Rupicapra pyrenaica								LC												
4866	Rupicapra rupicapra								LC												
4867	Rusa alfredi								EN								EN				
4868	Rusa marianna								VU							VU					
4869	Rusa timorensis								VU							VU					
4870	Rusa unicolor								VU							VU					
4871	Ruwenzorisorex suncoides				VU				VU								VU				
4872	Saccolaimus flaviventris								LC									LC			
4873	Saccolaimus mixtus								DD									NT			
4874	Saccolaimus peli				NT				LC									LC			
4875	Saccolaimus saccolaimus								LC									LC			
4876	Saccopteryx antioquensis								DD								EN				
4877	Saccopteryx bilineata								LC							LC					
4878	Saccopteryx canescens								LC							LC					
4879	Saccopteryx gymnura								DD								DD				
4880	Saccopteryx leptura								LC							LC					
4881	Saccostomus campestris				LC				LC								LC				
4882	Saccostomus mearnsi				LC				LC								LC				
4883	Saguinus bicolor			CR					EN											CR	
4884	Saguinus fuscicollis			LC					LC												
4885	Saguinus geoffroyi			LC					LC											NT	
4886	Saguinus imperator			LC					LC										LC		
4887	Saguinus inustus			LC					LC										LC		
4888	Saguinus labiatus			LC					LC										LC		
4889	Saguinus leucopus			VU					EN												
4890	Saguinus martinsi			LC					LC						LC					NT	
4891	Saguinus melanoleucus								LC												
4892	Saguinus midas			LC					LC										LC		
4893	Saguinus mystax			LC					LC										LC		
4894	Saguinus niger			LC					VU												
4895	Saguinus oedipus								CR						CR						
4896	Saiga tatarica		CR	CR					CR										CR		
4897	Saimiri boliviensis			LC					LC										LC		
4898	Saimiri oerstedii			EN					VU												
4899	Saimiri sciureus			LC					LC												
4900	Saimiri ustus			LC					NT											NT	
4901	Saimiri vanzolinii			VU					VU												
4902	Salanoia concolor								VU								VU				
4903	Salinomys delicatus								DD											DD	
4904	Salpingotulus michaelis								DD									DD			
4905	Salpingotus crassicauda								DD								LC				
4906	Salpingotus heptneri								DD								DD				
4907	Salpingotus kozlovi								LC								LC				
4908	Salpingotus pallidus								DD								DD				
4909	Santamartamys rufodorsalis								DD			CR						CR			
4910	Sapajus apella			LC					LC							LC			LC		
4911	Sapajus cay								LC							LC			LC		
4912	Sapajus flavius								CR							CR					
4913	Sapajus libidinosus								LC							LC				NT	
4914	Sapajus macrocephalus			LC					LC							LC			LC		
4915	Sapajus nigritus								NT							NT				NT	
4916	Sapajus robustus			VU					EN							EN				EN	
4917	Sapajus xanthosternos			CR					CR							CR					
4918	Sarcophilus harrisii								EN												
4919	Sauromys petrophilus				LC				LC									LC			
4920	Saxatilomys paulinae								DD								DD				
4921	Scalopus aquaticus								LC								LC				
4922	Scapanulus oweni								LC								LC				
4923	Scapanus latimanus								LC								LC				
4924	Scapanus orarius								LC								LC				
4925	Scapanus townsendii								LC								LC				
4926	Scapteromys aquaticus								LC								LC				
4927	Scapteromys tumidus								LC								LC				
